 од	¬озраст	—реднемес€чный расход	—редн€€ продолжительность разговоров	«вонков днем за мес€ц	«вонков вечером за мес€ц	«вонков ночью за мес€ц	«вонки в другие города	«вонки в другие страны	ƒол€ звонков на стационарные телефоны	 оличество SMS за мес€ц
1611	55	156.48	1.7	44	79	7	0	1	1	1
1612	37	168.93	1.3	92	75	0	6	0	16	22
1613	57	1157.81	7.1	104	108	2	0	0	7	5
1614	19	54.39	0.7	58	53	0	0	1	0	59
1615	20	274.48	6.2	56	10	7	0	0	15	29
1616	35	82.32	1.4	29	41	4	0	0	7	16
1617	42	333.72	3.1	49	100	0	4	2	12	33
1619	38	101.43	1.4	38	47	7	28	3	6	37
1621	21	84.72	1.9	24	46	0	2	0	0	63
1622	30	540.18	6.4	52	59	1	26	0	7	14
1623	47	595.35	4.5	56	108	4	19	0	16	2
1624	49	410.41	4.1	43	82	0	0	1	11	1
1625	25	935.43	8.9	51	91	4	0	0	6	17
1626	31	328.85	2.5	104	60	1	13	0	20	6
1627	56	332.83	2.5	51	137	0	3	0	5	2
1628	46	241.78	2.2	53	82	0	0	0	5	4
1629	59	1269.16	6.8	101	151	0	6	0	23	3
1630	39	725.54	6.7	59	87	0	26	0	7	42
1631	24	579.61	5.4	48	119	3	2	0	0	17
1632	54	254.55	3.7	47	40	4	25	0	28	4
1633	58	93.77	2.3	29	23	0	35	0	5	4
1634	19	178.71	3.1	5	74	23	2	0	5	27
1635	21	210.46	2.8	52	66	0	0	0	7	40
1636	26	908.87	8.7	54	88	0	28	0	30	2
1637	19	51.21	1.2	5	62	0	0	0	2	19
1638	64	18.72	1.2	4	9	0	0	0	9	1
1639	46	174.89	1.7	47	93	5	0	0	7	3
1640	26	347.61	5.1	45	43	0	0	0	17	49
1641	31	631.65	6.7	62	61	0	0	0	15	33
1642	27	1047.42	8.7	79	77	2	0	0	10	32
1643	50	342.93	3.7	65	52	3	31	0	8	4
1644	26	857.85	5.7	69	117	2	4	0	21	24
1645	58	60	2.5	7	13	0	0	0	8	3
1646	46	89.43	1.3	53	33	0	7	0	2	1
1647	27	519.22	3.9	53	135	0	5	0	25	35
1648	54	9.83	2	4	2	0	0	0	0	0
1649	48	165.78	1.5	29	129	7	20	0	17	2
1650	19	44.91	0.5	44	80	34	2	0	4	32
1651	52	160.72	1.4	60	80	0	36	2	12	1
1652	19	47.04	0.7	27	74	9	0	0	4	34
1653	24	47.46	0.6	35	76	4	0	0	3	29
1654	58	496.65	4.3	33	119	0	26	1	9	1
1655	32	397.49	4.8	65	38	2	22	1	17	41
1656	33	1331.15	9.2	91	153	42	26	0	9	69
1657	34	724	6.8	58	111	52	7	2	0	135
1658	35	554.3	4.8	89	81	83	4	2	0	21
1659	45	723.12	6.6	42	113	0	0	0	3	0
1660	50	812.81	5.5	66	139	0	0	0	9	4
1661	43	279.3	2.1	70	91	2	0	0	2	41
1662	48	420.45	4.3	66	58	5	2	0	7	2
1663	51	14.4	1.6	5	4	2	0	0	0	0
1664	65	34.56	1.2	21	3	0	0	0	2	2
1665	52	2434.61	13	176	100	36	61	0	32	7
1666	36	507.31	4.4	70	81	2	0	3	5	48
1667	30	1313.62	9.8	106	124	31	5	0	10	52
1668	41	264.99	6.4	36	12	4	0	0	0	11
1669	20	168.17	2.4	30	78	4	0	0	0	49
1670	52	509.25	5.9	65	42	5	0	0	3	4
1671	53	383.35	3.4	50	106	0	0	2	13	5
1672	21	159.25	2.6	35	48	9	0	0	15	77
1673	30	474.53	4.7	40	100	3	0	0	6	13
1674	48	177.25	1.5	44	123	1	0	0	12	2
1675	49	357.17	2.1	83	150	0	35	0	25	5
1676	30	407.16	2.6	87	125	98	43	1	14	88
1677	33	13.86	1.1	9	5	0	0	0	0	0
1679	54	415.83	3.4	65	99	4	11	0	6	4
1680	34	2351.62	14.6	115	131	98	3	0	8	85
1681	53	170.33	1.4	31	147	0	0	0	8	5
1682	39	9.01	1.1	6	3	2	0	0	0	0
1683	30	1137.86	8	98	127	71	41	0	8	54
1684	56	603.75	6.9	53	51	0	0	0	16	4
1685	34	1395.28	7.4	111	139	0	28	0	17	28
1686	45	224.42	2.6	36	84	1	1	3	24	3
1687	43	810.26	4.8	93	134	0	2	0	19	18
1688	51	134.25	1.5	64	50	1	0	0	21	2
1689	50	242.55	2.1	70	67	0	3	0	15	3
1690	20	36.88	0.6	22	71	7	2	0	7	91
1691	47	243.08	3.6	54	29	2	2	0	12	2
1692	62	3328.71	14.2	285	78	10	33	10	17	11
1693	31	385.16	2.9	74	103	3	42	0	8	65
1694	58	1213.48	7.5	84	135	2	0	0	26	4
1695	19	60.8	0.9	35	57	9	0	0	4	30
1696	51	443.67	3.5	86	78	0	32	0	6	3
1697	20	21.56	0.2	52	102	0	0	0	4	21
1698	44	652.92	8.2	37	71	4	3	0	16	31
1699	47	593.94	6.3	36	98	0	6	0	8	3
1700	21	239.64	5.7	60	6	0	0	0	1	31
1701	25	146.19	1.8	60	41	3	9	0	7	35
1702	41	243.02	3.5	47	43	0	23	0	8	25
1703	57	302.5	4.3	47	32	5	6	0	4	0
1704	31	262.76	5.5	30	33	0	12	0	17	19
1705	53	9.01	1.1	5	5	0	0	0	0	0
1706	44	29.48	2	9	9	0	0	0	0	0
1708	34	955.12	6.3	64	148	0	4	3	6	21
1709	51	439.53	6.9	38	46	2	0	0	11	0
1710	62	57	2.5	14	5	0	0	0	1	1
1711	42	706.56	4.7	99	96	0	0	2	6	29
1712	63	33.6	3.5	2	6	0	0	0	7	2
1713	42	441	3.5	60	95	0	0	0	24	23
1714	58	188.16	2.4	30	70	0	0	0	28	2
1715	47	161.07	1.3	102	33	0	33	1	12	2
1716	42	118.23	1.6	34	64	8	0	3	9	33
1717	43	346.02	2.8	31	150	0	43	0	19	23
1718	26	338.52	3.1	66	63	0	6	0	15	22
1719	55	348.81	3.3	53	76	2	0	0	16	3
1720	47	1036.97	7.3	62	135	2	26	0	16	3
1721	26	480.2	4.9	61	54	0	2	1	1	2
1722	59	645.03	8.3	40	66	0	13	0	3	5
1723	19	106.12	1.7	36	62	0	0	0	6	15
1724	19	230.79	2.1	48	106	6	0	0	4	17
1725	45	34.2	2	7	12	0	0	0	0	0
1726	54	330.4	4	39	63	0	4	0	24	5
1727	46	20.07	1.4	11	6	1	0	0	0	0
1728	20	6.18	0.1	33	64	0	2	0	1	80
1730	56	297.73	3.8	48	56	0	32	0	10	4
1731	54	768.86	7.1	69	73	0	5	0	25	4
1732	21	508.2	4.4	45	120	0	0	0	0	92
1733	35	1281.57	9.6	112	121	23	4	0	5	114
1734	57	185.18	1.7	58	90	0	7	0	18	0
1735	70	52.92	2.1	20	1	0	0	0	8	2
1736	23	299.25	3	40	101	3	0	0	0	44
1737	58	240.62	2.5	43	75	5	36	0	5	0
1738	68	13.2	2.2	4	1	0	0	0	3	3
1739	54	251.79	3.3	53	32	4	0	0	11	0
1740	59	638.4	5.7	49	91	0	4	0	7	3
1741	35	196.35	1.7	53	91	0	7	0	4	15
1742	25	380.8	3.4	45	96	0	22	2	5	24
1743	46	330.75	5	36	40	7	27	0	3	5
1744	58	464.76	3.2	67	134	0	4	0	3	3
1745	43	671.12	6.5	32	100	5	0	3	18	4
1746	43	554.95	4.4	76	91	0	0	0	13	46
1747	38	299.64	2.4	62	109	0	22	0	9	18
1748	65	24.48	1.7	9	3	0	0	0	9	0
1749	54	112.11	1.6	37	58	0	5	0	19	1
1750	49	102.68	1.3	54	44	8	0	0	26	2
1751	48	330.03	3.3	77	45	6	4	0	23	3
1752	48	182.28	1.4	101	44	0	0	0	6	1
1753	24	381.99	5.1	37	65	10	0	0	4	14
1754	50	695.13	9.7	40	53	5	4	0	7	5
1755	44	451	4.8	38	93	3	25	0	19	10
1756	32	174.28	1.9	36	92	4	0	1	29	17
1757	36	645.34	6.6	50	82	1	0	0	17	53
1758	19	146.16	4.8	29	4	21	0	0	2	34
1759	27	473.34	4.2	52	88	0	9	0	30	10
1760	47	334.43	2.8	46	121	3	5	0	3	5
1761	60	1003.59	8.1	51	104	2	6	0	1	3
1762	53	19.8	1.5	8	3	0	0	0	4	0
1763	59	197.12	3.2	53	14	0	0	2	21	5
1764	48	2332.25	8.2	302	140	9	37	0	48	6
1765	36	313.4	4	50	50	6	4	0	2	56
1766	46	240.03	2.7	42	68	0	0	1	13	5
1767	30	993.65	8.5	52	93	2	13	0	5	18
1768	44	622.6	5.4	96	46	0	0	0	10	3
1770	42	318.47	3.3	59	66	5	2	0	13	53
1771	66	36	2.5	2	10	0	0	0	2	3
1772	56	168.17	2.4	51	38	0	3	0	22	4
1773	21	765.16	7.7	48	108	0	0	0	10	35
1774	68	46.92	2.3	13	4	0	0	0	7	3
1775	33	266.27	2	87	86	0	39	0	12	25
1776	24	17.84	0.7	6	33	2	0	0	5	25
1777	28	780.64	5.7	89	89	2	0	0	20	70
1778	27	278.69	3.5	40	68	0	29	0	2	32
1779	34	5.04	1.4	2	2	0	0	0	0	0
1780	49	4544.1	14.8	351	120	22	69	5	43	9
1781	47	11.88	1.1	3	9	0	0	0	0	0
1782	33	1203.93	8.4	108	140	29	10	0	7	20
1783	63	45.24	1.3	25	4	0	0	0	10	1
1784	31	458.85	3	109	64	3	0	0	6	68
1785	38	189.41	1.9	51	84	1	29	2	24	29
1786	24	943.43	7.4	62	125	93	3	0	2	53
1787	41	565.66	4	80	109	0	17	1	15	16
1788	19	478.71	4.5	59	99	18	2	0	8	39
1789	53	8.6	1	5	5	1	0	0	0	0
1790	31	234.42	3.2	57	35	0	0	0	10	39
1791	34	1700.57	17.4	94	68	34	36	0	9	104
1792	43	6.55	1	2	5	2	0	0	0	0
1793	63	83.16	3.3	16	5	0	0	0	2	0
1794	55	836.36	5.8	50	133	4	0	2	5	0
1795	52	24.57	3	8	2	0	0	0	0	0
1796	28	315.31	3	58	80	6	2	0	11	9
1797	60	403.6	3.6	66	83	0	0	0	18	5
1798	39	649.74	7.8	37	67	0	0	0	8	41
1799	57	416.15	4.7	43	76	4	0	2	11	3
1800	51	740.51	7.5	60	71	0	0	0	6	4
1802	37	260.68	1.9	58	113	2	23	0	22	7
1803	20	200.65	6	38	11	7	0	0	4	111
1804	32	204.95	3.3	65	3	5	2	0	9	20
1805	43	641.2	4	98	88	6	23	1	3	36
1806	24	48.73	1.7	39	5	2	0	0	2	45
1807	20	226.29	2.9	42	78	5	2	0	0	32
1808	44	521.92	3.2	102	89	2	45	0	11	26
1809	45	564.48	5.6	32	99	0	5	0	18	0
1810	46	26.45	1.7	7	12	0	0	0	0	0
1811	45	484.57	7.1	47	31	1	6	0	24	1
1812	30	576.29	8.3	66	16	0	7	0	25	11
1813	28	3306.28	12.8	263	136	13	43	0	6	8
1814	51	902.5	9.2	43	91	4	1	0	4	0
1815	45	222.95	2.8	67	31	0	0	3	12	2
1816	31	1251.43	8	102	133	103	17	2	13	128
1817	38	305.51	4.4	56	29	2	0	0	12	12
1818	26	122.85	1.3	40	78	0	3	1	2	20
1819	40	178.5	3	43	25	0	0	0	5	7
1820	60	750.26	7.8	64	59	4	0	0	22	3
1821	54	380.61	2.5	63	150	0	0	0	10	2
1822	29	305	3.8	53	52	0	0	0	3	14
1823	32	393.28	4.2	51	75	0	0	0	12	18
1824	29	1258.42	8.6	110	134	48	5	0	11	83
1826	44	1649.77	8.9	110	136	0	0	0	0	30
1827	52	248.05	2.2	62	90	0	0	1	6	3
1828	37	9.17	1.4	6	2	0	0	0	0	0
1829	42	204.67	2.1	58	70	4	34	2	11	15
1830	54	311.24	2.8	62	85	3	4	0	7	2
1831	44	161.89	1.7	60	64	3	7	0	22	18
1832	44	538.14	6.4	68	36	0	1	0	18	24
1833	40	964.32	9.6	38	89	3	26	0	7	22
1834	35	917.72	8.8	57	123	22	12	0	4	21
1835	40	1396.56	8.4	99	121	2	11	0	8	58
1836	20	31.88	1.1	39	4	5	0	0	1	74
1837	53	79.8	1.5	50	5	0	0	0	7	5
1838	20	20.05	0.3	31	61	7	0	0	2	24
1839	20	376.37	3.9	51	96	9	2	0	0	22
1840	57	201.8	3.2	45	36	0	38	0	18	3
1841	60	281.75	2.5	53	85	2	2	0	10	3
1842	31	1184.38	8.8	102	119	51	37	0	6	65
1843	43	617.57	7	54	60	5	0	2	9	19
1844	21	435.05	5.5	46	67	0	0	0	14	32
1845	55	589.26	4.6	55	105	0	43	0	13	2
1846	62	19.2	2	7	1	0	0	0	5	1
1847	48	251.49	2.8	89	15	0	4	1	14	5
1848	39	240.4	3.7	70	4	0	21	0	12	6
1849	39	932.4	9	61	62	0	0	0	24	10
1850	38	881.1	7.6	67	88	0	0	0	8	19
1851	30	148.55	2.2	69	9	0	0	0	24	22
1852	41	2143.68	11.6	163	92	18	32	3	56	5
1853	36	1737.37	14.8	103	98	28	41	2	8	40
1854	54	980	5	100	138	2	6	0	23	3
1855	56	334.18	2.8	53	95	3	34	0	7	5
1856	25	173.25	1.8	43	75	3	2	0	8	25
1857	62	16.8	1	8	6	0	0	0	5	2
1858	55	138.67	1.4	30	112	3	5	0	24	2
1859	38	454.63	3.9	67	88	2	38	0	1	31
1860	33	259	2.5	53	72	2	2	0	5	29
1861	52	508.96	4.7	77	61	0	14	0	28	2
1862	28	361.3	3.1	54	89	3	32	0	8	54
1863	49	18.35	1.6	4	10	0	0	0	0	0
1864	36	574.32	4.6	52	121	4	0	1	22	15
1865	20	33.18	0.3	40	116	4	0	0	7	12
1866	19	18.15	1.9	4	9	4	0	0	2	67
1867	25	308.82	2.4	89	76	0	35	0	3	50
1868	64	10.08	1.2	4	3	0	0	0	4	3
1869	45	327.9	2.9	71	76	3	7	0	20	4
1870	58	305.86	3.3	32	99	3	0	0	9	1
1871	21	278.25	2.5	51	106	4	0	1	1	40
1873	21	186.32	3	45	49	7	2	1	0	39
1874	56	447.81	3.8	39	130	0	0	0	5	1
1875	54	155.43	2	51	50	0	0	1	17	4
1876	20	190.05	2.7	33	74	7	0	0	3	47
1877	32	1083.54	9	105	102	27	6	0	0	61
1878	47	195.75	1.7	68	67	3	10	0	28	3
1879	42	371.38	2.7	47	129	3	0	0	11	20
1880	69	60.48	2.4	7	14	0	0	0	4	1
1881	21	106.75	1	50	98	9	0	0	3	42
1882	51	92.75	1.6	32	46	0	5	0	11	5
1883	30	430.87	3.8	53	103	2	14	0	24	36
1884	26	338.25	4.5	33	70	2	0	0	6	50
1885	56	110.84	1.2	42	86	0	4	0	17	0
1886	24	77.71	0.8	28	117	15	3	0	0	81
1887	32	184.6	1.8	50	91	0	23	1	12	37
1888	30	770.08	8.2	58	79	70	6	3	14	51
1889	52	477.26	2.8	100	101	3	2	0	15	3
1890	59	353.43	3.3	43	91	4	0	0	13	3
1891	67	7.44	3.1	1	1	0	0	0	8	0
1892	49	210.02	2.1	37	105	0	0	0	10	3
1893	55	585.45	4.3	73	91	1	0	0	26	3
1894	29	686.24	6.3	81	57	0	0	0	28	43
1895	27	564.48	5.6	55	66	2	1	0	17	37
1896	20	39.48	0.8	29	40	3	0	0	0	112
1897	26	242.89	3.1	41	64	2	0	0	8	30
1898	46	3066.77	13.6	257	90	14	7	0	30	4
1899	51	332.83	5.5	47	29	0	6	0	12	5
1900	46	152.88	2	66	26	2	0	0	26	5
1901	32	101.79	1.7	65	3	0	1	0	4	12
1902	19	173.68	1.9	56	75	25	0	0	2	38
1903	59	737.87	8.3	45	63	0	11	0	0	3
1904	53	396.9	2.8	66	108	3	36	0	25	2
1905	68	57	1.9	18	7	0	0	0	10	0
1906	48	256.46	3.3	60	37	0	3	0	8	0
1907	19	463.05	4.9	58	77	0	0	0	6	21
1908	66	54	3	3	12	0	0	0	1	3
1909	41	3103.8	12	213	149	15	2	0	56	10
1910	56	111.47	1.4	31	81	0	0	2	8	0
1911	37	155.56	1.1	55	142	4	0	0	12	27
1912	56	318.5	4	60	41	0	26	0	12	3
1913	52	284.2	2.8	47	79	0	3	0	1	4
1914	31	154.87	1.5	59	63	3	7	0	1	16
1915	30	188.81	1.9	72	54	0	0	0	0	36
1916	35	247.54	2.9	29	91	4	38	0	23	4
1917	53	404.04	5.2	46	46	0	31	0	18	2
1918	53	110.74	1.4	50	41	2	0	0	23	4
1919	29	670.76	8.1	43	69	0	6	0	10	11
1920	46	127.56	1.5	39	77	3	1	0	13	5
1921	19	108.54	1.2	58	80	8	3	0	8	90
1922	32	1032.32	7.4	55	142	0	5	0	10	22
1923	44	2848.66	10.4	332	95	6	26	0	12	0
1924	31	650.06	6.5	40	101	0	3	0	11	4
1925	19	136.76	1.9	41	72	0	0	0	1	24
1926	64	5.76	1.2	1	3	0	0	0	6	2
1927	40	371.05	2.5	65	141	0	0	0	0	58
1928	38	477.75	5	67	55	0	3	0	26	3
1929	27	269.71	2.9	39	91	0	32	0	23	5
1930	57	2141.44	6.4	353	122	6	24	0	13	5
1931	60	132.97	2.5	45	17	5	0	2	10	3
1932	20	248.53	2.7	52	72	15	0	0	5	61
1933	60	316.37	2.1	94	103	3	0	0	5	3
1934	43	1577.59	5.8	298	115	28	30	0	44	4
1935	39	614	6.3	55	76	0	4	1	5	32
1936	40	320.54	3.7	45	72	0	27	0	5	5
1937	55	320.47	4.3	52	40	8	27	0	22	3
1938	38	461.19	4	72	79	0	0	2	7	26
1939	42	350	4	78	15	0	4	0	13	12
1940	34	308.31	4	52	45	6	0	2	4	12
1941	35	1383	10	108	105	35	5	0	0	94
1942	41	485.23	5.5	74	33	3	40	0	4	23
1943	29	1009.92	6.4	119	121	46	2	0	8	86
1944	32	206.9	2.9	29	71	0	0	2	0	39
1945	25	476.99	3.9	102	48	0	12	0	29	2
1946	20	227.41	3	38	65	32	2	0	3	31
1947	59	139.23	1.3	102	9	0	26	0	17	1
1948	47	334.23	3.3	64	69	0	0	0	14	3
1949	54	165.76	1.6	53	71	4	0	0	24	2
1950	55	256.02	1.9	55	112	5	0	0	4	4
1951	50	969.64	8.6	91	49	0	28	1	17	4
1952	46	164.71	1.3	46	116	0	18	2	12	2
1953	67	46.8	1.5	15	11	0	0	0	6	0
1954	52	251.49	2.8	34	91	4	1	0	0	0
1955	49	94.28	2	51	2	0	20	0	7	2
1956	33	280.35	4.5	33	41	2	1	0	0	22
1957	27	436.9	5.7	45	45	3	1	0	26	7
1958	36	1101.01	7.4	101	124	95	12	2	8	86
1959	58	951.49	7.8	70	91	3	0	0	10	5
1960	63	19.44	1.8	1	8	0	0	0	8	3
1961	34	2215.78	9.8	235	76	24	45	0	29	10
1962	43	500.68	6	42	72	0	0	0	27	58
1963	20	63.35	0.9	42	66	5	0	0	3	36
1964	21	257.25	3	43	71	17	0	0	7	28
1965	32	418.95	3.8	70	55	7	0	0	3	63
1966	58	597.57	5.3	38	122	2	0	0	28	4
1967	55	499.41	4.9	68	64	0	0	0	5	3
1968	49	345.32	3.9	50	67	2	5	0	16	3
1969	65	18	1	9	6	0	0	0	10	3
1970	43	160.93	1.9	51	49	0	29	0	10	13
1971	46	637.22	5.7	69	76	5	43	0	12	5
1972	33	480.2	4	47	104	3	19	0	0	3
1973	58	658.34	6.5	60	75	0	17	0	4	1
1974	46	294.29	3	55	76	2	5	0	9	3
1976	26	542.09	7.4	53	41	0	15	0	29	37
1977	33	611.85	5.2	105	72	77	12	0	0	44
1978	51	4331.98	14.8	370	73	33	29	0	18	9
1979	28	2159.05	12.6	176	83	20	9	8	29	9
1980	36	243.21	4.6	51	11	0	27	0	28	55
1981	44	546.29	6.7	38	75	0	23	0	2	31
1982	26	196.64	1.8	53	95	3	0	0	7	16
1983	42	140.78	1.3	66	76	2	34	0	16	17
1984	39	319.06	4.3	43	44	2	0	0	4	39
1985	20	202.57	5.3	23	36	2	0	1	0	32
1986	43	1143.92	8.2	70	120	0	0	0	5	6
1987	39	544.42	5.1	41	93	3	14	3	18	1
1988	26	748.16	8.7	60	50	0	5	0	8	26
1989	33	611.07	5.3	84	62	0	41	2	8	32
1990	25	367.93	3.8	65	58	4	4	0	5	37
1991	68	16.8	1	6	8	0	0	0	6	0
1992	25	170.05	1.9	70	41	1	6	3	6	58
1993	46	480.48	4.4	61	68	4	0	0	0	4
1994	49	627.76	7.3	67	40	0	0	0	21	5
1995	43	18.84	2.3	7	3	0	0	0	0	0
1996	34	313.56	2.6	77	71	106	5	0	0	41
1997	38	189.95	2.1	45	79	0	27	0	17	17
1998	63	25.2	2.1	8	2	0	0	0	5	0
1999	36	298.62	2.7	62	69	2	0	0	1	51
2000	50	595.21	7.3	53	54	0	31	0	0	5
2001	25	93.77	1.6	44	30	0	0	0	29	10
2002	39	803.64	8.3	70	54	0	0	0	8	12
2003	50	429.78	3.9	48	104	4	0	0	2	5
2004	55	4141.52	12.6	394	106	32	30	3	22	0
2005	32	389.37	2.5	96	108	3	0	0	20	25
2006	43	214.83	1.8	49	100	3	0	0	6	27
2007	28	156.7	1.2	81	91	0	37	0	19	35
2008	55	393.47	7.7	29	32	0	3	0	3	4
2009	31	149.82	1.6	58	64	2	0	0	3	21
2010	32	1169.53	9	131	90	34	4	0	11	20
2011	51	498.29	3.5	104	76	3	3	0	16	4
2012	53	8.19	1.3	4	3	0	0	0	0	0
2013	33	993.72	8	33	148	0	0	0	10	35
2014	54	176.4	1.5	62	80	0	0	0	5	4
2015	46	534.95	3.4	70	148	2	0	0	12	3
2016	65	27.36	1.2	16	3	0	0	0	9	1
2017	41	389.84	5.1	47	54	0	38	0	26	33
2018	38	608.18	6.7	61	56	1	0	0	3	21
2019	21	259.13	2.4	60	106	7	0	0	2	61
2020	49	311.88	3.6	45	72	2	0	0	2	0
2021	43	127.12	1.6	56	34	1	15	0	3	31
2022	53	424.72	3.5	34	141	3	0	0	2	5
2023	55	311.3	2.7	56	98	8	0	1	25	1
2024	29	238.56	2.4	39	86	2	6	0	7	45
2025	46	139.12	1.4	67	62	0	0	0	19	4
2026	56	25.2	1.5	9	5	0	0	0	5	0
2027	39	144.47	1.4	67	65	4	28	0	19	70
2028	55	268.66	3.8	68	5	0	32	1	28	2
2029	64	2068.08	8.4	260	120	13	73	0	21	4
2030	54	367.87	3.3	58	94	0	6	0	15	4
2031	54	623.62	5.5	58	96	0	4	1	27	5
2032	54	198.36	1.8	55	92	6	6	0	23	1
2033	30	836.83	5.8	55	147	3	0	1	15	22
2034	48	9.83	1	2	10	0	0	0	0	0
2036	66	27.36	1.9	7	5	0	0	0	5	0
2037	56	529.98	5.2	46	94	2	3	1	14	5
2038	49	121.54	1.8	40	49	0	0	0	8	3
2039	64	28.8	1.6	13	2	0	0	0	14	2
2040	55	101.92	2	40	24	0	2	0	25	4
2041	48	997.54	7.2	106	64	7	0	0	4	0
2042	40	167.02	2.3	36	61	4	5	0	1	32
2043	40	528.01	5.4	58	71	3	0	1	13	23
2044	25	295.63	2.1	64	131	0	24	0	4	8
2045	20	133.01	2.4	11	71	10	0	0	0	26
2046	25	1370.57	8.8	163	73	17	2	4	31	11
2047	66	8.4	1	4	3	0	0	0	8	0
2049	33	1484.19	10.2	148	85	67	2	0	2	116
2050	51	747.65	9.7	52	48	0	4	1	0	4
2051	19	302.86	3.7	21	103	9	0	1	5	52
2052	34	461.06	7.7	31	51	0	16	0	11	4
2053	39	19.66	1.6	12	3	0	0	0	0	0
2054	57	1007.16	6.6	104	72	0	0	0	15	4
2055	45	184.87	1.9	33	92	0	0	3	10	1
2056	26	355.25	3.9	46	78	0	4	0	10	17
2057	59	495.95	6.5	40	53	0	0	0	25	5
2058	54	439.21	3.5	52	124	0	4	0	23	5
2059	23	67.62	0.6	50	106	10	0	0	5	48
2060	54	1094.94	9.9	50	86	2	20	0	3	4
2061	51	238.87	3.5	38	41	7	19	0	20	5
2062	31	247.8	2	44	115	0	3	0	6	10
2063	54	8.03	1.4	3	4	0	0	0	0	0
2064	46	355.45	2.4	109	78	3	15	0	8	4
2065	37	100.8	1.6	38	36	0	0	0	0	51
2066	52	9.72	1.2	3	6	0	0	0	0	0
2067	19	338.25	3	56	118	6	2	0	4	31
2068	59	278.24	2.6	65	77	0	0	2	8	1
2069	57	93.96	2.9	14	13	0	0	0	5	0
2070	46	112.7	1.4	33	69	0	0	0	2	4
2071	32	539.98	5.8	54	56	2	3	0	0	6
2072	49	142.43	1.3	58	89	2	20	0	0	5
2073	39	348.95	3.3	59	83	0	0	0	12	1
2074	58	338.44	3.3	62	71	4	43	0	19	5
2075	31	1004.42	7.2	53	144	2	5	0	11	11
2076	57	364.21	2.2	71	134	5	0	0	27	1
2077	44	26.91	1.3	12	11	0	0	0	0	0
2078	19	70.7	1	28	70	6	2	0	1	94
2079	36	211.99	3.2	47	38	0	0	0	6	41
2080	55	432.32	3.2	30	151	0	1	0	8	5
2081	28	86.76	1.2	37	59	5	0	0	25	13
2082	52	358.79	5.1	36	48	5	25	0	20	3
2083	33	122.3	1.2	57	79	2	39	3	3	50
2084	19	109.28	4.7	21	12	7	0	0	11	25
2085	30	1025.82	8.8	107	84	45	6	0	8	58
2086	50	865.56	8.6	60	74	0	0	2	16	3
2087	57	1090.03	6.9	65	156	2	0	0	27	5
2088	47	790.84	6.5	65	100	0	4	2	0	2
2089	35	1366.56	7.8	112	129	102	2	0	10	123
2090	49	523.61	6	67	43	0	0	0	2	3
2091	54	138.74	1.2	66	87	3	5	0	26	0
2092	57	386.12	2.8	49	128	0	32	0	16	5
2093	42	461.51	3.5	77	99	0	5	0	20	9
2094	48	329.46	2.4	40	158	3	33	0	14	3
2096	41	1733.15	7.6	291	62	10	10	4	11	12
2097	54	254.03	1.9	104	44	2	2	0	18	0
2098	21	112.65	2.7	13	41	23	0	0	3	50
2099	19	212.25	6.8	41	5	6	0	0	1	49
2100	21	173.65	2.9	16	78	0	0	0	3	75
2101	21	128.93	4.4	42	2	4	0	0	0	34
2102	37	281.96	3.8	45	43	0	2	0	27	45
2103	53	551.25	7	31	68	1	0	0	15	4
2104	45	19.16	1.8	5	7	2	0	0	0	0
2105	47	162.82	1.8	47	75	2	0	0	21	2
2106	56	66.24	2.4	19	4	0	0	0	1	0
2107	45	273.27	2.6	74	61	0	1	0	16	0
2109	19	422.52	6.6	21	76	7	0	0	1	13
2110	52	808.64	7.6	41	94	0	2	0	4	4
2111	41	185.49	1.6	74	77	2	0	0	29	5
2112	47	1104.69	9.2	94	54	3	2	2	1	5
2113	39	261.17	4	43	41	3	15	1	30	2
2114	35	1209.9	7.4	113	147	25	5	3	5	71
2115	21	34.88	1.5	29	3	9	2	0	2	89
2116	56	765.16	7.7	68	60	0	0	0	8	4
2117	52	210.59	2.9	37	60	4	34	1	12	5
2118	31	3584.84	12.4	326	79	16	42	9	6	5
2119	49	471.17	5.3	58	43	4	0	0	7	1
2120	47	176.39	1.3	37	158	6	0	0	14	5
2121	57	693	6	53	89	2	3	0	20	4
2122	54	170.73	1.8	62	48	1	41	0	12	2
2123	32	748.6	5.2	84	108	0	7	0	11	7
2124	23	93.73	0.9	48	114	3	0	1	5	26
2125	38	358.89	3.6	62	68	3	6	0	15	23
2126	37	310.06	3.3	57	66	3	5	0	23	10
2127	62	35.64	1.1	26	1	0	0	0	5	1
2128	52	113.96	2.2	50	4	0	2	0	13	5
2130	47	106.86	1.1	88	26	5	1	0	27	5
2131	53	525.27	3.8	49	148	0	0	2	14	2
2132	31	993.3	8.6	65	74	0	0	0	8	24
2133	38	587.68	8.7	67	2	1	6	0	18	28
2134	29	119.7	1.2	46	76	3	0	1	11	32
2135	27	617.83	5.3	54	107	0	3	0	13	45
2136	42	120.52	1.1	63	82	2	40	0	2	38
2137	44	287.99	2.2	82	88	3	1	0	6	33
2138	55	163.2	2.8	44	26	7	27	0	21	5
2139	52	440.74	3.7	106	36	2	6	0	15	4
2140	31	2891.98	8	410	149	17	9	6	23	0
2141	62	24.96	2.6	1	7	0	0	0	4	1
2142	47	184.73	2.5	44	54	0	2	0	2	4
